postcode,postbus,gemeentecode,gemeentenaam
5254,N,0797,Heusden
5255,N,0797,Heusden
5256,N,0797,Heusden
5257,N,0797,Heusden
5258,N,0845,Sint-Michielsgestel
5261,N,0865,Vught
5262,N,0865,Vught
5263,N,0865,Vught
5264,N,0865,Vught
5266,N,0865,Vught
5268,N,0865,Vught
5271,N,0845,Sint-Michielsgestel
5272,N,0845,Sint-Michielsgestel
5275,N,0845,Sint-Michielsgestel
5281,N,0757,Boxtel
5282,N,0757,Boxtel
5283,N,0757,Boxtel
5291,N,0845,Sint-Michielsgestel
5292,N,0845,Sint-Michielsgestel
5293,N,0845,Sint-Michielsgestel
5294,N,0845,Sint-Michielsgestel
5296,N,0757,Boxtel
5298,N,0757,Boxtel
5301,N,0297,Zaltbommel
5302,N,0297,Zaltbommel
5305,N,0297,Zaltbommel
5306,N,0297,Zaltbommel
5307,N,0297,Zaltbommel
5308,N,0297,Zaltbommel
5311,N,0297,Zaltbommel
5313,N,0297,Zaltbommel
5314,N,0297,Zaltbommel
5315,N,0297,Zaltbommel
5316,N,0297,Zaltbommel
5317,N,0297,Zaltbommel
5318,N,0297,Zaltbommel
5321,N,0263,Maasdriel
5324,N,0263,Maasdriel
5325,N,0263,Maasdriel
5327,N,0263,Maasdriel
5328,N,0263,Maasdriel
5331,N,0263,Maasdriel
5333,N,0263,Maasdriel
5334,N,0263,Maasdriel
5335,N,0263,Maasdriel
5341,N,0828,Oss
5342,N,0828,Oss
5343,N,0828,Oss
5344,N,0828,Oss
5345,N,0828,Oss
5346,N,0828,Oss
5347,N,0828,Oss
5348,N,0828,Oss
5349,N,0828,Oss
5351,N,0828,Oss
5352,N,0828,Oss
5353,N,0828,Oss
5354,N,0828,Oss
5355,N,0828,Oss
5356,N,0828,Oss
5357,N,0828,Oss
5358,N,0828,Oss
5359,N,0828,Oss
5361,N,1982,Land van Cuijk
5363,N,1982,Land van Cuijk
5364,N,1982,Land van Cuijk
5366,N,0828,Oss
5367,N,0828,Oss
5368,N,0828,Oss
5371,N,0828,Oss
5373,N,0828,Oss
5374,N,1991,Maashorst
5375,N,1991,Maashorst
5381,N,0796,'s-Hertogenbosch
5382,N,0796,'s-Hertogenbosch
5383,N,0796,'s-Hertogenbosch
5384,N,1721,Bernheze
5386,N,0828,Oss
5388,N,1721,Bernheze
5391,N,0796,'s-Hertogenbosch
5392,N,0796,'s-Hertogenbosch
5394,N,0828,Oss
5395,N,0828,Oss
5396,N,0828,Oss
5397,N,0828,Oss
5398,N,0828,Oss
5401,N,1991,Maashorst
5402,N,1991,Maashorst
5403,N,1991,Maashorst
5404,N,1991,Maashorst
5405,N,1991,Maashorst
5406,N,1991,Maashorst
5408,N,1991,Maashorst
5409,N,1991,Maashorst
5411,N,1991,Maashorst
5421,N,1652,Gemert-Bakel
5422,N,1652,Gemert-Bakel
5423,N,1652,Gemert-Bakel
5424,N,1652,Gemert-Bakel
5425,N,1652,Gemert-Bakel
5427,N,0755,Boekel
5428,N,0755,Boekel
5431,N,1982,Land van Cuijk
5432,N,1982,Land van Cuijk
5433,N,1982,Land van Cuijk
5434,N,1982,Land van Cuijk
5435,N,1982,Land van Cuijk
5437,N,1982,Land van Cuijk
5438,N,1982,Land van Cuijk
5439,N,1982,Land van Cuijk
5441,N,1982,Land van Cuijk
5443,N,1982,Land van Cuijk
5445,N,1982,Land van Cuijk
5446,N,1982,Land van Cuijk
5447,N,1982,Land van Cuijk
5449,N,1982,Land van Cuijk
5451,N,1982,Land van Cuijk
5453,N,1982,Land van Cuijk
5454,N,1982,Land van Cuijk
5455,N,1982,Land van Cuijk
5461,N,1948,Meierijstad
5462,N,1948,Meierijstad
5463,N,1948,Meierijstad
5464,N,1948,Meierijstad
5465,N,1948,Meierijstad
5466,N,1948,Meierijstad
5467,N,1948,Meierijstad
5469,N,1948,Meierijstad
5471,N,1721,Bernheze
5472,N,1721,Bernheze
5473,N,1721,Bernheze
5476,N,1721,Bernheze
5481,N,1948,Meierijstad
5482,N,1948,Meierijstad
5491,N,1948,Meierijstad
5492,N,1948,Meierijstad
5501,N,0861,Veldhoven
5502,N,0861,Veldhoven
5503,N,0861,Veldhoven
5504,N,0861,Veldhoven
5505,N,0861,Veldhoven
5506,N,0861,Veldhoven
5507,N,0861,Veldhoven
5508,N,0861,Veldhoven
5509,N,0861,Veldhoven
5511,N,0770,Eersel
5512,N,0770,Eersel
5513,N,0770,Eersel
5521,N,0770,Eersel
5524,N,0770,Eersel
5525,N,0770,Eersel
5527,N,1728,Bladel
5528,N,1728,Bladel
5529,N,1728,Bladel
5531,N,1728,Bladel
5534,N,1728,Bladel
5541,N,1667,Reusel-De Mierden
5551,N,0858,Valkenswaard
5552,N,0858,Valkenswaard
5553,N,0858,Valkenswaard
5554,N,0858,Valkenswaard
5555,N,0858,Valkenswaard
5556,N,0858,Valkenswaard
5561,N,1724,Bergeijk
5563,N,1724,Bergeijk
5571,N,1724,Bergeijk
5575,N,1724,Bergeijk
5581,N,0866,Waalre
5582,N,0866,Waalre
5583,N,0866,Waalre
5591,N,1658,Heeze-Leende
5595,N,1658,Heeze-Leende
5611,N,0772,Eindhoven
5612,N,0772,Eindhoven
5613,N,0772,Eindhoven
5614,N,0772,Eindhoven
5615,N,0772,Eindhoven
5616,N,0772,Eindhoven
5617,N,0772,Eindhoven
5621,N,0772,Eindhoven
5622,N,0772,Eindhoven
5623,N,0772,Eindhoven
5624,N,0772,Eindhoven
5625,N,0772,Eindhoven
5626,N,0772,Eindhoven
5627,N,0772,Eindhoven
5628,N,0772,Eindhoven
5629,N,0772,Eindhoven
5631,N,0772,Eindhoven
5632,N,0772,Eindhoven
5633,N,0772,Eindhoven
5641,N,0772,Eindhoven
5642,N,0772,Eindhoven
5643,N,0772,Eindhoven
5644,N,0772,Eindhoven
5645,N,0772,Eindhoven
5646,N,0772,Eindhoven
5647,N,0772,Eindhoven
5651,N,0772,Eindhoven
5652,N,0772,Eindhoven
5653,N,0772,Eindhoven
5654,N,0772,Eindhoven
5655,N,0772,Eindhoven
5656,N,0772,Eindhoven
5657,N,0772,Eindhoven
5658,N,0772,Eindhoven
5661,N,1771,Geldrop-Mierlo
5662,N,1771,Geldrop-Mierlo
5663,N,1771,Geldrop-Mierlo
5664,N,1771,Geldrop-Mierlo
5665,N,1771,Geldrop-Mierlo
5666,N,1771,Geldrop-Mierlo
5667,N,1771,Geldrop-Mierlo
5671,N,0820,"Nuenen, Gerwen en Nederwetten"
5672,N,0820,"Nuenen, Gerwen en Nederwetten"
5673,N,0820,"Nuenen, Gerwen en Nederwetten"
5674,N,0820,"Nuenen, Gerwen en Nederwetten"
5681,N,0753,Best
5682,N,0753,Best
5683,N,0753,Best
5684,N,0753,Best
5685,N,0753,Best
5688,N,0823,Oirschot
5689,N,0823,Oirschot
5691,N,0848,Son en Breugel
5692,N,0848,Son en Breugel
5694,N,0848,Son en Breugel
5701,N,0794,Helmond
5702,N,0794,Helmond
5703,N,0794,Helmond
5704,N,0794,Helmond
5705,N,0794,Helmond
5706,N,0794,Helmond
5707,N,0794,Helmond
5708,N,0794,Helmond
5709,N,0794,Helmond
5711,N,0847,Someren
5712,N,0847,Someren
5715,N,0847,Someren
5721,N,0743,Asten
5722,N,0743,Asten
5724,N,0743,Asten
5725,N,0743,Asten
5731,N,1771,Geldrop-Mierlo
5735,N,1659,Laarbeek
5737,N,1659,Laarbeek
5738,N,1659,Laarbeek
5741,N,1659,Laarbeek
5751,N,0762,Deurne
5752,N,0762,Deurne
5753,N,0762,Deurne
5754,N,0762,Deurne
5756,N,0762,Deurne
5757,N,0762,Deurne
5758,N,0762,Deurne
5759,N,0762,Deurne
5761,N,1652,Gemert-Bakel
5763,N,1652,Gemert-Bakel
5764,N,1652,Gemert-Bakel
5766,N,1507,Horst aan de Maas
5768,N,1894,Peel en Maas
5801,N,0984,Venray
5802,N,0984,Venray
5803,N,0984,Venray
5804,N,0984,Venray
5807,N,0984,Venray
5808,N,0984,Venray
5809,N,0984,Venray
5811,N,0984,Venray
5812,N,0984,Venray
5813,N,0984,Venray
5814,N,0984,Venray
5815,N,0984,Venray
5816,N,0984,Venray
5817,N,0984,Venray
5821,N,1982,Land van Cuijk
5823,N,1982,Land van Cuijk
5824,N,1982,Land van Cuijk
5825,N,1982,Land van Cuijk
5826,N,1982,Land van Cuijk
5827,N,1982,Land van Cuijk
5831,N,1982,Land van Cuijk
5835,N,1982,Land van Cuijk
5836,N,1982,Land van Cuijk
5841,N,1982,Land van Cuijk
5843,N,1982,Land van Cuijk
5844,N,1982,Land van Cuijk
5845,N,1982,Land van Cuijk
5846,N,1982,Land van Cuijk
5851,N,0893,Bergen (L.)
5853,N,0893,Bergen (L.)
5854,N,0893,Bergen (L.)
5855,N,0893,Bergen (L.)
5856,N,0893,Bergen (L.)
5861,N,0984,Venray
5862,N,0984,Venray
5863,N,0984,Venray
5864,N,1507,Horst aan de Maas
5865,N,1507,Horst aan de Maas
5866,N,1507,Horst aan de Maas
5871,N,1507,Horst aan de Maas
5872,N,1507,Horst aan de Maas
5911,N,0983,Venlo
5912,N,0983,Venlo
5913,N,0983,Venlo
5914,N,0983,Venlo
5915,N,0983,Venlo
5916,N,0983,Venlo
5921,N,0983,Venlo
5922,N,0983,Venlo
5923,N,0983,Venlo
5924,N,0983,Venlo
5925,N,0983,Venlo
5926,N,0983,Venlo
5927,N,0983,Venlo
5928,N,0983,Venlo
5931,N,0983,Venlo
5932,N,0983,Venlo
5935,N,0983,Venlo
5941,N,0983,Venlo
5943,N,0983,Venlo
5944,N,0983,Venlo
5951,N,0983,Venlo
5953,N,0889,Beesel
5954,N,0889,Beesel
5961,N,1507,Horst aan de Maas
5962,N,1507,Horst aan de Maas
5963,N,1507,Horst aan de Maas
5964,N,1507,Horst aan de Maas
5966,N,1507,Horst aan de Maas
5971,N,1507,Horst aan de Maas
5973,N,1507,Horst aan de Maas
5975,N,1507,Horst aan de Maas
5976,N,1507,Horst aan de Maas
5977,N,1507,Horst aan de Maas
5981,N,1894,Peel en Maas
5984,N,1894,Peel en Maas
5985,N,1894,Peel en Maas
5986,N,1894,Peel en Maas
5987,N,1894,Peel en Maas
5988,N,1894,Peel en Maas
5991,N,1894,Peel en Maas
5993,N,1894,Peel en Maas
5995,N,1894,Peel en Maas
6001,N,0988,Weert
6002,N,0988,Weert
6003,N,0988,Weert
6004,N,0988,Weert
6005,N,0988,Weert
6006,N,0988,Weert
6011,N,1640,Leudal
6012,N,1640,Leudal
6013,N,1640,Leudal
6014,N,1640,Leudal
6015,N,1640,Leudal
6017,N,1641,Maasgouw
6019,N,1641,Maasgouw
6021,N,1706,Cranendonck
6023,N,1706,Cranendonck
6024,N,1706,Cranendonck
6026,N,1706,Cranendonck
6027,N,1706,Cranendonck
6028,N,1706,Cranendonck
6029,N,1658,Heeze-Leende
6031,N,0946,Nederweert
6034,N,0946,Nederweert
6035,N,0946,Nederweert
6037,N,1640,Leudal
6039,N,0988,Weert
6041,N,0957,Roermond
6042,N,0957,Roermond
6043,N,0957,Roermond
6044,N,0957,Roermond
6045,N,0957,Roermond
6049,N,0957,Roermond
6051,N,1641,Maasgouw
6061,N,1669,Roerdalen
6063,N,1669,Roerdalen
6065,N,1669,Roerdalen
6067,N,1641,Maasgouw
6071,N,0957,Roermond
6074,N,1669,Roerdalen
6075,N,1669,Roerdalen
6077,N,1669,Roerdalen
6081,N,1640,Leudal
6082,N,1640,Leudal
6083,N,1640,Leudal
6085,N,1640,Leudal
6086,N,1640,Leudal
6088,N,1640,Leudal
6089,N,1640,Leudal
6091,N,0946,Nederweert
6092,N,0946,Nederweert
6093,N,1640,Leudal
6095,N,1640,Leudal
6096,N,1640,Leudal
6097,N,1641,Maasgouw
6099,N,1641,Maasgouw
6101,N,1711,Echt-Susteren
6102,N,1711,Echt-Susteren
6104,N,1711,Echt-Susteren
6105,N,1711,Echt-Susteren
6107,N,1641,Maasgouw
6109,N,1641,Maasgouw
6111,N,1711,Echt-Susteren
6112,N,1711,Echt-Susteren
6114,N,1711,Echt-Susteren
6116,N,1711,Echt-Susteren
6118,N,1711,Echt-Susteren
6121,N,1883,Sittard-Geleen
6122,N,1883,Sittard-Geleen
6123,N,1883,Sittard-Geleen
6124,N,1883,Sittard-Geleen
6125,N,1883,Sittard-Geleen
6127,N,1883,Sittard-Geleen
6129,N,0971,Stein
6131,N,1883,Sittard-Geleen
6132,N,1883,Sittard-Geleen
6133,N,1883,Sittard-Geleen
6134,N,1883,Sittard-Geleen
6135,N,1883,Sittard-Geleen
6136,N,1883,Sittard-Geleen
6137,N,1883,Sittard-Geleen
6141,N,1883,Sittard-Geleen
6142,N,1883,Sittard-Geleen
6143,N,1883,Sittard-Geleen
6151,N,1883,Sittard-Geleen
6153,N,1883,Sittard-Geleen
6155,N,1954,Beekdaelen
6161,N,1883,Sittard-Geleen
6162,N,1883,Sittard-Geleen
6163,N,1883,Sittard-Geleen
6164,N,1883,Sittard-Geleen
6165,N,1883,Sittard-Geleen
6166,N,1883,Sittard-Geleen
6167,N,1883,Sittard-Geleen
6171,N,0971,Stein
6174,N,1954,Beekdaelen
6176,N,0888,Beek
6181,N,0971,Stein
6191,N,0888,Beek
6192,N,0888,Beek
6199,N,0888,Beek
6211,N,0935,Maastricht
6212,N,0935,Maastricht
6213,N,0935,Maastricht
6214,N,0935,Maastricht
6215,N,0935,Maastricht
6216,N,0935,Maastricht
6217,N,0935,Maastricht
6218,N,0935,Maastricht
6219,N,0935,Maastricht
6221,N,0935,Maastricht
6222,N,0935,Maastricht
6223,N,0935,Maastricht
6224,N,0935,Maastricht
6225,N,0935,Maastricht
6226,N,0935,Maastricht
6227,N,0935,Maastricht
6228,N,0935,Maastricht
6229,N,0935,Maastricht
6231,N,0938,Meerssen
6235,N,0938,Meerssen
6237,N,0938,Meerssen
6241,N,0938,Meerssen
6243,N,0938,Meerssen
6245,N,1903,Eijsden-Margraten
6247,N,1903,Eijsden-Margraten
6251,N,1903,Eijsden-Margraten
6252,N,1903,Eijsden-Margraten
6255,N,1903,Eijsden-Margraten
6261,N,1903,Eijsden-Margraten
6262,N,1903,Eijsden-Margraten
6265,N,1903,Eijsden-Margraten
6267,N,1903,Eijsden-Margraten
6268,N,1903,Eijsden-Margraten
6269,N,1903,Eijsden-Margraten
6271,N,1729,Gulpen-Wittem
6273,N,1729,Gulpen-Wittem
6274,N,1729,Gulpen-Wittem
6276,N,1729,Gulpen-Wittem
6277,N,1729,Gulpen-Wittem
6278,N,1729,Gulpen-Wittem
6281,N,1729,Gulpen-Wittem
6285,N,1729,Gulpen-Wittem
6286,N,1729,Gulpen-Wittem
6287,N,1729,Gulpen-Wittem
6289,N,1729,Gulpen-Wittem
6291,N,0981,Vaals
6294,N,0981,Vaals
6295,N,0981,Vaals
6301,N,0994,Valkenburg aan de Geul
6305,N,0994,Valkenburg aan de Geul
6307,N,1903,Eijsden-Margraten
6311,N,0986,Voerendaal
6312,N,0986,Voerendaal
6321,N,1729,Gulpen-Wittem
6325,N,0994,Valkenburg aan de Geul
6333,N,1954,Beekdaelen
6336,N,1954,Beekdaelen
6341,N,0994,Valkenburg aan de Geul
6342,N,0994,Valkenburg aan de Geul
6343,N,0986,Voerendaal
6351,N,0965,Simpelveld
6353,N,0965,Simpelveld
6361,N,1954,Beekdaelen
6363,N,1954,Beekdaelen
6365,N,1954,Beekdaelen
6367,N,0986,Voerendaal
6369,N,0965,Simpelveld
6371,N,0882,Landgraaf
6372,N,0882,Landgraaf
6373,N,0882,Landgraaf
6374,N,0882,Landgraaf
6381,N,0882,Landgraaf
6391,N,0882,Landgraaf
6411,N,0917,Heerlen
6412,N,0917,Heerlen
6413,N,0917,Heerlen
6414,N,0917,Heerlen
6415,N,0917,Heerlen
6416,N,0917,Heerlen
6417,N,0917,Heerlen
6418,N,0917,Heerlen
6419,N,0917,Heerlen
6421,N,0917,Heerlen
6422,N,0917,Heerlen
6431,N,0917,Heerlen
6432,N,0917,Heerlen
6433,N,0917,Heerlen
6436,N,1954,Beekdaelen
6438,N,1954,Beekdaelen
6439,N,1954,Beekdaelen
6441,N,0899,Brunssum
6442,N,0899,Brunssum
6443,N,0899,Brunssum
6444,N,0899,Brunssum
6445,N,0899,Brunssum
6446,N,0899,Brunssum
6447,N,1954,Beekdaelen
6451,N,1954,Beekdaelen
6454,N,1954,Beekdaelen
6456,N,1954,Beekdaelen
6461,N,0928,Kerkrade
6462,N,0928,Kerkrade
6463,N,0928,Kerkrade
6464,N,0928,Kerkrade
6465,N,0928,Kerkrade
6466,N,0928,Kerkrade
6467,N,0928,Kerkrade
6468,N,0928,Kerkrade
6469,N,0928,Kerkrade
6471,N,0928,Kerkrade
6511,N,0268,Nijmegen
6512,N,0268,Nijmegen
6515,N,0268,Nijmegen
6521,N,0268,Nijmegen
6522,N,0268,Nijmegen
6523,N,0268,Nijmegen
6524,N,0268,Nijmegen
6525,N,0268,Nijmegen
6531,N,0268,Nijmegen
6532,N,0268,Nijmegen
6533,N,0268,Nijmegen
6534,N,0268,Nijmegen
6535,N,0268,Nijmegen
6536,N,0268,Nijmegen
6537,N,0268,Nijmegen
6538,N,0268,Nijmegen
6541,N,0268,Nijmegen
6542,N,0268,Nijmegen
6543,N,0268,Nijmegen
6544,N,0268,Nijmegen
6545,N,0268,Nijmegen
6546,N,0268,Nijmegen
6551,N,0209,Beuningen
6561,N,1945,Berg en Dal
6562,N,1945,Berg en Dal
6564,N,1945,Berg en Dal
6566,N,1945,Berg en Dal
6571,N,1945,Berg en Dal
6572,N,1945,Berg en Dal
6573,N,1945,Berg en Dal
6574,N,1945,Berg en Dal
6575,N,1945,Berg en Dal
6576,N,1945,Berg en Dal
6577,N,1945,Berg en Dal
6578,N,1945,Berg en Dal
6579,N,1945,Berg en Dal
6581,N,0252,Heumen
6582,N,0252,Heumen
6584,N,0944,Mook en Middelaar
6585,N,0944,Mook en Middelaar
6586,N,0944,Mook en Middelaar
6587,N,0944,Mook en Middelaar
6591,N,0907,Gennep
6595,N,0907,Gennep
6596,N,0907,Gennep
6598,N,0907,Gennep
6599,N,0907,Gennep
6601,N,0296,Wijchen
6602,N,0296,Wijchen
6603,N,0296,Wijchen
6604,N,0296,Wijchen
6605,N,0296,Wijchen
6606,N,0296,Wijchen
6611,N,0252,Heumen
6612,N,0252,Heumen
6613,N,0296,Wijchen
6615,N,0296,Wijchen
6616,N,0296,Wijchen
6617,N,0296,Wijchen
6621,N,0668,West Maas en Waal
6624,N,0263,Maasdriel
6626,N,0668,West Maas en Waal
6627,N,0668,West Maas en Waal
6628,N,0668,West Maas en Waal
6629,N,0668,West Maas en Waal
6631,N,0225,Druten
6634,N,0296,Wijchen
6641,N,0209,Beuningen
6642,N,0209,Beuningen
6644,N,0209,Beuningen
6645,N,0209,Beuningen
6651,N,0225,Druten
6652,N,0225,Druten
6653,N,0225,Druten
6654,N,0225,Druten
6655,N,0225,Druten
6657,N,0668,West Maas en Waal
6658,N,0668,West Maas en Waal
6659,N,0668,West Maas en Waal
6661,N,1734,Overbetuwe
6662,N,1734,Overbetuwe
6663,N,0268,Nijmegen
6665,N,1734,Overbetuwe
6666,N,1734,Overbetuwe
6668,N,1734,Overbetuwe
6669,N,1740,Neder-Betuwe
6671,N,1734,Overbetuwe
6672,N,1734,Overbetuwe
6673,N,1734,Overbetuwe
6674,N,1734,Overbetuwe
6675,N,1734,Overbetuwe
6676,N,1734,Overbetuwe
6677,N,1734,Overbetuwe
6678,N,1734,Overbetuwe
6679,N,0268,Nijmegen
6681,N,1705,Lingewaard
6683,N,0268,Nijmegen
6684,N,1705,Lingewaard
6685,N,1705,Lingewaard
6686,N,1705,Lingewaard
6687,N,1705,Lingewaard
6691,N,1705,Lingewaard
6701,N,0289,Wageningen
6702,N,0289,Wageningen
6703,N,0289,Wageningen
6704,N,0289,Wageningen
6705,N,0289,Wageningen
6706,N,0289,Wageningen
6707,N,0289,Wageningen
6708,N,0289,Wageningen
6709,N,0289,Wageningen
6711,N,0228,Ede
6712,N,0228,Ede
6713,N,0228,Ede
6714,N,0228,Ede
6715,N,0228,Ede
6716,N,0228,Ede
6717,N,0228,Ede
6718,N,0228,Ede
6721,N,0228,Ede
6731,N,0228,Ede
6732,N,0228,Ede
6733,N,0228,Ede
6741,N,0228,Ede
6744,N,0228,Ede
6745,N,0228,Ede
6811,N,0202,Arnhem
6812,N,0202,Arnhem
6813,N,0202,Arnhem
6814,N,0202,Arnhem
6815,N,0202,Arnhem
6816,N,0202,Arnhem
6821,N,0202,Arnhem
6822,N,0202,Arnhem
6823,N,0202,Arnhem
6824,N,0202,Arnhem
6825,N,0202,Arnhem
6826,N,0202,Arnhem
6827,N,0202,Arnhem
6828,N,0202,Arnhem
6831,N,0202,Arnhem
6832,N,0202,Arnhem
6833,N,0202,Arnhem
6834,N,0202,Arnhem
6835,N,0202,Arnhem
6836,N,0202,Arnhem
6841,N,0202,Arnhem
6842,N,0202,Arnhem
6843,N,0202,Arnhem
6844,N,0202,Arnhem
6845,N,0202,Arnhem
6846,N,0202,Arnhem
6851,N,1705,Lingewaard
6852,N,1705,Lingewaard
6861,N,0274,Renkum
6862,N,0274,Renkum
6865,N,0274,Renkum
6866,N,0274,Renkum
6869,N,0274,Renkum
6871,N,0274,Renkum
6874,N,0274,Renkum
6877,N,0228,Ede
6881,N,0275,Rheden
6882,N,0275,Rheden
6883,N,0275,Rheden
6891,N,0277,Rozendaal
6901,N,0299,Zevenaar
6902,N,0299,Zevenaar
6903,N,0299,Zevenaar
6904,N,0299,Zevenaar
6905,N,0299,Zevenaar
6909,N,0299,Zevenaar
6911,N,0299,Zevenaar
6913,N,0299,Zevenaar
6914,N,0299,Zevenaar
6915,N,0299,Zevenaar
6916,N,0299,Zevenaar
6917,N,0299,Zevenaar
6921,N,0226,Duiven
6922,N,0226,Duiven
6923,N,0226,Duiven
6924,N,0226,Duiven
6931,N,0293,Westervoort
6932,N,0293,Westervoort
6941,N,1955,Montferland
6942,N,1955,Montferland
6951,N,0275,Rheden
6952,N,0275,Rheden
6953,N,0275,Rheden
6955,N,0275,Rheden
6956,N,0275,Rheden
6957,N,0275,Rheden
6961,N,0213,Brummen
6964,N,0213,Brummen
6971,N,0213,Brummen
6974,N,0213,Brummen
6975,N,0213,Brummen
6981,N,0221,Doesburg
6982,N,0221,Doesburg
6983,N,0221,Doesburg
6984,N,0221,Doesburg
6986,N,0299,Zevenaar
6987,N,0299,Zevenaar
6988,N,0299,Zevenaar
6991,N,0275,Rheden
6994,N,0275,Rheden
6996,N,1876,Bronckhorst
6997,N,1876,Bronckhorst
6998,N,1876,Bronckhorst
6999,N,1876,Bronckhorst
7001,N,0222,Doetinchem
7002,N,0222,Doetinchem
7003,N,0222,Doetinchem
7004,N,0222,Doetinchem
7005,N,0222,Doetinchem
7006,N,0222,Doetinchem
7007,N,0222,Doetinchem
7008,N,0222,Doetinchem
7009,N,0222,Doetinchem
7011,N,0222,Doetinchem
7021,N,1876,Bronckhorst
7025,N,1876,Bronckhorst
7031,N,0222,Doetinchem
7035,N,1955,Montferland
7036,N,1955,Montferland
7037,N,1955,Montferland
7038,N,1955,Montferland
7039,N,1955,Montferland
7041,N,1955,Montferland
7044,N,1955,Montferland
7045,N,1955,Montferland
7046,N,1955,Montferland
7047,N,1955,Montferland
7048,N,1955,Montferland
7051,N,1509,Oude IJsselstreek
7054,N,1509,Oude IJsselstreek
7055,N,1509,Oude IJsselstreek
7061,N,1509,Oude IJsselstreek
7064,N,1509,Oude IJsselstreek
7065,N,1509,Oude IJsselstreek
7071,N,1509,Oude IJsselstreek
7075,N,1509,Oude IJsselstreek
7076,N,1509,Oude IJsselstreek
7077,N,1509,Oude IJsselstreek
7078,N,1509,Oude IJsselstreek
7081,N,1509,Oude IJsselstreek
7083,N,1509,Oude IJsselstreek
7084,N,1509,Oude IJsselstreek
7089,N,1509,Oude IJsselstreek
7091,N,0197,Aalten
7095,N,0197,Aalten
7101,N,0294,Winterswijk
7102,N,0294,Winterswijk
7103,N,0294,Winterswijk
7104,N,0294,Winterswijk
7105,N,0294,Winterswijk
7106,N,0294,Winterswijk
7107,N,0294,Winterswijk
7108,N,0294,Winterswijk
7109,N,0294,Winterswijk
7111,N,0294,Winterswijk
7112,N,0294,Winterswijk
7113,N,0294,Winterswijk
7114,N,0294,Winterswijk
7115,N,0294,Winterswijk
7116,N,0294,Winterswijk
7117,N,0294,Winterswijk
7118,N,0294,Winterswijk
7119,N,0294,Winterswijk
7121,N,0197,Aalten
7122,N,0197,Aalten
7123,N,0197,Aalten
7125,N,0197,Aalten
7126,N,0197,Aalten
7131,N,1586,Oost Gelre
7132,N,1586,Oost Gelre
7134,N,1586,Oost Gelre
7135,N,1586,Oost Gelre
7136,N,1586,Oost Gelre
7137,N,1586,Oost Gelre
7141,N,1586,Oost Gelre
7142,N,1586,Oost Gelre
7151,N,1859,Berkelland
7152,N,1859,Berkelland
7156,N,1859,Berkelland
7157,N,1859,Berkelland
7161,N,1859,Berkelland
7165,N,1859,Berkelland
7201,N,0301,Zutphen
7202,N,0301,Zutphen
7203,N,0301,Zutphen
7204,N,0301,Zutphen
7205,N,0301,Zutphen
7206,N,0301,Zutphen
7207,N,0301,Zutphen
7211,N,0262,Lochem
7213,N,0262,Lochem
7214,N,0262,Lochem
7215,N,0262,Lochem
7216,N,0262,Lochem
7217,N,0262,Lochem
7218,N,0262,Lochem
7221,N,1876,Bronckhorst
7223,N,1876,Bronckhorst
7224,N,1876,Bronckhorst
7225,N,1876,Bronckhorst
7226,N,1876,Bronckhorst
7227,N,1876,Bronckhorst
7231,N,0301,Zutphen
7232,N,0301,Zutphen
7233,N,1876,Bronckhorst
7234,N,1876,Bronckhorst
7241,N,0262,Lochem
7242,N,0262,Lochem
7244,N,0262,Lochem
7245,N,0262,Lochem
7251,N,1876,Bronckhorst
7255,N,1876,Bronckhorst
7256,N,1876,Bronckhorst
7261,N,1859,Berkelland
7263,N,1586,Oost Gelre
7271,N,1859,Berkelland
7273,N,1859,Berkelland
7274,N,1859,Berkelland
7275,N,1859,Berkelland
7311,N,0200,Apeldoorn
7312,N,0200,Apeldoorn
7313,N,0200,Apeldoorn
7314,N,0200,Apeldoorn
7315,N,0200,Apeldoorn
7316,N,0200,Apeldoorn
7317,N,0200,Apeldoorn
7321,N,0200,Apeldoorn
7322,N,0200,Apeldoorn
7323,N,0200,Apeldoorn
7324,N,0200,Apeldoorn
7325,N,0200,Apeldoorn
7326,N,0200,Apeldoorn
7327,N,0200,Apeldoorn
7328,N,0200,Apeldoorn
7329,N,0200,Apeldoorn
7331,N,0200,Apeldoorn
7332,N,0200,Apeldoorn
7333,N,0200,Apeldoorn
7334,N,0200,Apeldoorn
7335,N,0200,Apeldoorn
7336,N,0200,Apeldoorn
7339,N,0200,Apeldoorn
7341,N,0200,Apeldoorn
7345,N,0200,Apeldoorn
7346,N,0200,Apeldoorn
7348,N,0200,Apeldoorn
7351,N,0200,Apeldoorn
7352,N,0228,Ede
7361,N,0200,Apeldoorn
7364,N,0200,Apeldoorn
7371,N,0200,Apeldoorn
7381,N,0200,Apeldoorn
7382,N,0285,Voorst
7383,N,0285,Voorst
7384,N,0285,Voorst
7391,N,0285,Voorst
7392,N,0285,Voorst
7395,N,0285,Voorst
7396,N,0285,Voorst
7397,N,0285,Voorst
7399,N,0213,Brummen
7411,N,0150,Deventer
7412,N,0150,Deventer
7413,N,0150,Deventer
7414,N,0150,Deventer
7415,N,0150,Deventer
7416,N,0150,Deventer
7417,N,0150,Deventer
7418,N,0150,Deventer
7419,N,0150,Deventer
7421,N,0150,Deventer
7422,N,0150,Deventer
7423,N,0150,Deventer
7424,N,0150,Deventer
7425,N,0150,Deventer
7426,N,0150,Deventer
